area,level,year,household,parking,fuel,SNU,sratio,med,popden,edu,lnsubnet,lngreen,lnwater,spring,fall,winter,score,sentiment,lnprice,longitude,latitude
71.685,2,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,1,0,4,2.741496599,9.888373915,127.351718,36.386099
71.685,9,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,1,0,4,2.741496599,10.0301202,127.351718,36.386099
71.685,14,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,1,0,4,2.741496599,10.03451581,127.351718,36.386099
84.945,2,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,0,1,4,2.741496599,10.02127059,127.351718,36.386099
71.685,12,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,0,1,4,2.741496599,10.03889219,127.351718,36.386099
71.685,9,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,0,1,4,2.741496599,10.03889219,127.351718,36.386099
108.63,1,1993,840,0.99,0,28,110.2549102,34,809.1669347,37.53152279,8.357013006,5.518485703,6.346200781,0,0,1,4,2.741496599,10.07323033,127.351718,36.386099
84.83,8,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.29214554,127.443125,36.327239
84.98,19,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.30561376,127.443125,36.327239
84.97,3,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.2327913,127.443125,36.327239
84.98,15,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.29214554,127.443125,36.327239
84.83,14,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.28192399,127.443125,36.327239
84.98,18,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.30895266,127.443125,36.327239
84.97,7,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.29214554,127.443125,36.327239
84.98,13,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.30895266,127.443125,36.327239
84.98,6,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.29214554,127.443125,36.327239
84.98,19,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.30561376,127.443125,36.327239
84.98,8,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.28192399,127.443125,36.327239
84.98,3,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.21829829,127.443125,36.327239
84.83,16,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.30895266,127.443125,36.327239
84.98,17,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.30226367,127.443125,36.327239
84.98,9,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.29214554,127.443125,36.327239
84.98,1,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.1266311,127.443125,36.327239
74.96,9,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.18490001,127.443125,36.327239
84.98,5,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.27849345,127.443125,36.327239
84.83,25,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.32548196,127.443125,36.327239
118.67,19,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,1,0,0,5,2.616326531,10.59663473,127.443125,36.327239
84.97,7,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.30895266,127.443125,36.327239
84.83,13,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.34012828,127.443125,36.327239
84.98,20,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.40426284,127.443125,36.327239
84.83,5,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.30895266,127.443125,36.327239
84.98,13,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.37349118,127.443125,36.327239
84.98,1,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.2128088,127.443125,36.327239
118.67,4,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.55059079,127.443125,36.327239
84.83,21,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.32875529,127.443125,36.327239
84.97,25,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.3449631,127.443125,36.327239
84.97,8,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.30895266,127.443125,36.327239
84.83,3,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.29552964,127.443125,36.327239
84.83,3,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.30226367,127.443125,36.327239
84.98,5,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.29214554,127.443125,36.327239
84.98,16,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.30895266,127.443125,36.327239
84.97,1,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.25765937,127.443125,36.327239
84.98,4,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.2972174,127.443125,36.327239
84.98,7,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.35774282,127.443125,36.327239
84.98,2,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.25765937,127.443125,36.327239
118.67,12,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.55841352,127.443125,36.327239
118.67,11,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.63344871,127.443125,36.327239
84.98,9,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.42525312,127.443125,36.327239
84.98,7,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.47728798,127.443125,36.327239
84.98,17,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.46310334,127.443125,36.327239
118.67,1,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.55841352,127.443125,36.327239
84.83,14,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.45737267,127.443125,36.327239
84.83,20,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.53209621,127.443125,36.327239
84.97,18,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,0,5,2.616326531,10.49127422,127.443125,36.327239
84.98,17,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.51325312,127.443125,36.327239
74.96,4,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.34174248,127.443125,36.327239
84.98,3,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.45449497,127.443125,36.327239
84.97,21,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.55581274,127.443125,36.327239
84.98,14,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.55059079,127.443125,36.327239
84.98,16,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.55841352,127.443125,36.327239
84.98,4,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.48849257,127.443125,36.327239
84.98,4,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.50506754,127.443125,36.327239
84.98,10,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.58405595,127.443125,36.327239
84.83,11,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.54534144,127.443125,36.327239
84.97,4,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.51325312,127.443125,36.327239
84.98,12,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.51867319,127.443125,36.327239
118.67,10,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.81977828,127.443125,36.327239
84.97,22,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.54534144,127.443125,36.327239
84.98,17,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.59663473,127.443125,36.327239
84.83,1,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.4487146,127.443125,36.327239
84.98,21,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.59663473,127.443125,36.327239
84.98,6,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.52942598,127.443125,36.327239
84.97,13,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.5815211,127.443125,36.327239
84.98,13,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,1,0,5,2.616326531,10.60905725,127.443125,36.327239
118.67,9,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.81977828,127.443125,36.327239
84.98,20,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.5789798,127.443125,36.327239
84.83,26,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.61888534,127.443125,36.327239
84.98,9,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.59162219,127.443125,36.327239
84.83,10,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.60905725,127.443125,36.327239
84.97,23,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.60410675,127.443125,36.327239
84.83,24,2010,897,1.29,0,12,100.1027617,42,19718.98734,19.15340739,5.772459823,4.643328844,5.329075015,0,0,1,5,2.616326531,10.63344871,127.443125,36.327239
71.74,9,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.163671632,0,0,1,4.14,1.941714286,9.574983486,127.369199,36.324781
71.74,14,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,1,0,0,4.14,1.941714286,9.625755811,127.369199,36.324781
71.74,9,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,1,0,0,4.14,1.941714286,9.598998362,127.369199,36.324781
71.74,1,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,1,0,0,4.14,1.941714286,9.510444964,127.369199,36.324781
84.91,4,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.76995616,127.369199,36.324781
71.74,13,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.503009986,127.369199,36.324781
71.74,13,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.680344001,127.369199,36.324781
84.91,12,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.752664663,127.369199,36.324781
84.91,9,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.798127037,127.369199,36.324781
71.74,13,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.648595303,127.369199,36.324781
84.91,3,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.723163998,127.369199,36.324781
84.91,1,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,0,4.14,1.941714286,9.71111566,127.369199,36.324781
71.74,3,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.517825072,127.369199,36.324781
71.74,5,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.487972109,127.369199,36.324781
84.91,13,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.798127037,127.369199,36.324781
84.91,5,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.738023113,127.369199,36.324781
71.74,15,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.71111566,127.369199,36.324781
84.91,13,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.680344001,127.369199,36.324781
71.74,9,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,1,0,4.14,1.941714286,9.581903928,127.369199,36.324781
84.91,2,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,1,4.14,1.941714286,9.76995616,127.369199,36.324781
71.74,12,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,1,4.14,1.941714286,9.568014816,127.369199,36.324781
84.91,11,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,1,4.14,1.941714286,9.752664663,127.369199,36.324781
71.74,11,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,1,4.14,1.941714286,9.61580548,127.369199,36.324781
84.91,4,1992,462,0.4,0,21,102.359465,39,10514.68927,41.25787645,8.186896509,6.011497922,7.207340214,0,0,1,4.14,1.941714286,9.798127037,127.369199,36.324781
76.71,2,2004,19,1,0,12,97.51623662,47,19741.22807,5.072793449,7.734112804,5.817624334,4.357331567,1,0,0,4,2.59744898,9.61580548,127.43301,36.313601
52.8,6,2004,19,1,0,12,97.51623662,47,19741.22807,5.072793449,7.734112804,5.817624334,6.654667888,0,1,0,4,2.59744898,9.417354541,127.43301,36.313601
118.6652,9,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.23995979,127.381274,36.420259
84.9993,7,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.07323033,127.381274,36.420259
84.9993,11,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.15812977,127.381274,36.420259
101.6932,9,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.20359214,127.381274,36.420259
84.9993,18,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.16585182,127.381274,36.420259
118.6652,11,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.29552964,127.381274,36.420259
101.6932,14,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.22557105,127.381274,36.420259
84.9993,18,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.16585182,127.381274,36.420259
101.6932,10,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.20728901,127.381274,36.420259
84.9993,13,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,1,5,2.059047619,10.16585182,127.381274,36.420259
101.6932,18,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.18111929,127.381274,36.420259
101.6932,14,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.22918769,127.381274,36.420259
101.6932,18,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.21647181,127.381274,36.420259
101.6932,13,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.20359214,127.381274,36.420259
84.8131,3,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.1064284,127.381274,36.420259
101.6932,1,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.1064284,127.381274,36.420259
84.9993,25,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.11859893,127.381274,36.420259
84.8131,10,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.12262308,127.381274,36.420259
118.6652,5,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.1266311,127.381274,36.420259
101.6932,5,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.20359214,127.381274,36.420259
84.9993,20,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.1266311,127.381274,36.420259
84.9993,1,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.14643373,127.381274,36.420259
84.9993,19,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.14250445,127.381274,36.420259
118.6652,9,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.32548196,127.381274,36.420259
118.6652,13,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.37349118,127.381274,36.420259
118.6652,18,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.31725146,127.381274,36.420259
84.9993,9,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.15034763,127.381274,36.420259
118.6652,7,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.33851146,127.381274,36.420259
84.9993,11,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.20359214,127.381274,36.420259
84.9993,8,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.23995979,127.381274,36.420259
101.6932,5,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.18866649,127.381274,36.420259
84.8131,8,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.14643373,127.381274,36.420259
84.9993,9,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.22557105,127.381274,36.420259
118.6652,14,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.36722157,127.381274,36.420259
101.6932,15,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.20359214,127.381274,36.420259
118.6652,8,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.33526997,127.381274,36.420259
101.6932,4,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.23995979,127.381274,36.420259
101.6932,5,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.20359214,127.381274,36.420259
84.8131,1,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.09410791,127.381274,36.420259
101.6932,17,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,1,0,0,5,2.059047619,10.21464198,127.381274,36.420259
84.8131,8,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.22194128,127.381274,36.420259
84.9993,3,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.22918769,127.381274,36.420259
118.6652,7,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.39818379,127.381274,36.420259
101.6932,6,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.30226367,127.381274,36.420259
101.6932,11,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.3072846,127.381274,36.420259
101.6932,13,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.2327913,127.381274,36.420259
84.8131,7,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.23995979,127.381274,36.420259
118.6652,9,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.49127422,127.381274,36.420259
101.6932,11,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.37349118,127.381274,36.420259
118.6652,6,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.4341158,127.381274,36.420259
101.6932,2,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.23995979,127.381274,36.420259
101.6932,3,2006,684,1.42,0,13,105.0653595,37,2052.865343,37.29978099,9.06707667,5.742917027,5.723146463,0,0,0,5,2.059047619,10.23995979,127.381274,36.420259
